,categories,title,company_names,percentages,funding_amounts,days_left,n_supporters,likes,descriptions,durations,target_amounts
44,테크·가전,"[CES혁신상] 눈에 보이지 않는 고속무선충전기 UTS-1, 45% 혜택",주식회사 디에프와이,315%,"3,153,400원",11일 남음,42,182,"""당신의 다음 충전기는 눈에 보이지 않는다"" 2021 CES 혁신상을 수상한 UTS-1을 3M 테이프로 가구 아래에 붙이세요. 당신이 꿈꾸던 진정한 무선 라이프가 현실이 됩니다.",2021.03.31-2021.05.10,"1,000,000원"
45,테크·가전,곁에서 지켜드릴게요! 99% UV살균 모니터 받침대  ,(주) 우드메탈,141%,"4,234,000원",12일 남음,71,108,보다 쾌적하고 건강한 사무환경에 대한 고민에서 기획된 'UV살균 무선충전 모니터 받침대'는,2021.04.07-2021.05.11,"3,000,000원"
46,테크·가전,[와디즈단독] 편리성 최강자! ONDO K 멀티형 칫솔 살균기!,(주)필리,86%,"860,000원",11일 남음,37,31,칫솔살균기+전용케이스+거치대+스트랩+벽걸이후크 까지 모두 모두~ 드리는 칫솔살균기 ONDO K!,2021.04.15-2021.05.10,"1,000,000원"
47,테크·가전,내 pc를 usb처럼 들고 다닐 수 있다면? 세일러박스!,원스탑피씨,1364%,"13,640,000원",11일 남음,35,200,"'휴대폰은 유심만 바꾸면 기존 내역이 세팅되는데,왜 컴퓨터는 그런게 없을까?' 혹시 이런 생각 해보신 적 없으세요? 이젠 세일러박스가 언제 어디서든 원하는 pc환경을 만들어드릴게요",2021.04.13-2021.05.10,"1,000,000원"
48,테크·가전,[마스크 살균기] 매일 쓰는 마스크에게 깨끗해지는 방이 생겼다?!,주식회사 다함스타일 ,450%,"4,502,840원",11일 남음,46,67,"마스크 착용, 자꾸 깜빡하시나요? 여러 마스크 중, 내 것 찾기 헷갈리셨죠? 벽/문에 마룸을 걸어 두세요. 까먹음&헷갈림 방지! 살균&건조까지 한번에 해결합니다.",2021.04.15-2021.05.10,"1,000,000원"
49,테크·가전,"멋대로 상상해라! 그 이상의 변신을 보여주는, 키덜트를 위한 로봇",골드래빗(주),332%,"3,325,000원",22일 남음,19,30,조립하는 재미와 컨트롤하는 손맛까지 두마리 토끼를 잡았다. 달리는 것만으로 만족할 수 없는 어른이를 위한 진짜 테크닉 토이가 왔다.,2021.04.26-2021.05.21,"1,000,000원"
50,테크·가전,스마트 수전,주식회사 트리티즈,336%,"3,361,400원",1일 남음,22,68,온도센서와 모터를 이용하여 자동으로 설정한 수온으로 조절해주는 샤워수전 입니다.,2021.03.31-2021.04.30,"1,000,000원"
51,테크·가전,[세균닥터] 이젠 빛으로 안심 살균하세요.,(주)지브이엔텍,281%,"1,405,000원",28일 남음,14,25,세균닥터는 인체에 무해한 48개의 가시광선 LED를 사용해 사람이 생활하는 공간을 안전하게 살균할 수 있는 이동이 가능한 살균 전용 램프입니다.,2021.04.22-2021.05.27,"500,000원"
52,테크·가전,[일상방역] 살균 받침대 SARS-CoV-2를 99.9% 살균 검증 제품,(주)미카이,234%,"1,170,000원",4일 남음,16,26,"미카이 살균 미니테이블은 사용자가 일생생활 주변에 설치하여, 모든 생활용품을 살균할 수 있는 생활방역 제품입니다. 1분 30초면 SARS-CoV-2 를 99.9% 살균합니다.",2021.04.20-2021.05.03,"500,000원"
53,테크·가전,[새로운 SNS의 등장!!] 얼리어답터는 서두르세요! 숏클립 온라인 모임,투게더(TOGETHER),126%,"1,260,100원",1일 남음,81,55,"당신의 숏클립을 모임 내에 공유해보세요! 다른 SNS와 무엇이 다른지 보여드릴게요. 평소에 해보고 싶었던 활동, 어울리고 싶었던 사람들, 예상하지 못했던 분야로의 첫걸음이 될거에요",2021.03.31-2021.04.30,"1,000,000원"
