,categories,title,company_names,percentages,funding_amounts,days_left,n_supporters,likes,descriptions,durations,target_amounts
64,반려동물,[후니코] 다기능 반려동물 이동가방! 후니코 무무백!,후니코(HOONICO),6008%,"30,041,100원",펀딩성공,551,405,"[후니코] 스타일리쉬하고 편안한 이동가방, 안락하고 재미있는 숨숨집",2019.07.02-2019.07.28,"500,000원"
65,반려동물,실내 반려동물 안전문 고급화 프로젝트,요기펫,5991%,"59,910,000원",펀딩성공,478,781,베란다 공간을 사용하는 반려동물을 위해 실내 인테리어까지 고려한 프리미엄 반려동물 전용 안전문 !,2019.04.08-2019.05.12,"1,000,000원"
66,반려동물,[견생템] 많이 싸도 괜찮아~하루 한장 욜로홀로 배변패드,(주)지티엘커뮤니케이션,5981%,"59,816,600원",펀딩성공,"1,066",532,강아지배변패드 하루에 여러장 쓰신다고요? 냄새나서 하루에 여러장 사용 하신다고요? 이젠 욜로홀로배변패드 사용하세요. 하루 한 장으로 집안을 깔끔하게! 배변패드 비용도 아끼세요~,2019.08.06-2019.08.25,"1,000,000원"
67,반려동물,"[후기를 확인하세요] 손가락 까딱, 하면 고양이 양치 전쟁 끝! 보가덴트",(주)디팟,5967%,"29,839,000원",펀딩성공,555,260,"손가락 하나로 고양이 양치전쟁을 끝내러 왔다! 이제, 양치다운 양치와 잇몸 관리로 고양이의 건강을 지켜주세요. 스위스 기술로 탄생한 반려동물 덴탈전문 브랜드, 보가덴트입니다.",2020.04.21-2020.05.18,"500,000원"
68,반려동물,우리 댕냥이가 다가가면 자동으로 물이 나온다고? 스마트 센서 정수기,케이비지인터내셔널,5673%,"28,367,700원",펀딩성공,617,467,"깨끗함, 스마트 센서, 무선, 디자인 하나도 놓치지 말아요! 엘스펫 스마트 센서 정수기",2019.07.23-2019.08.22,"500,000원"
69,반려동물,[모래삽 없이] 한 번에 쉽게 청소하세요! 대형 고양이 화장실_스윙캣 ,모노모그,5608%,"56,082,280원",펀딩성공,904,510,모노모그 스윙캣은 냥이들과 집사의 행복한 삶을 위해 시작된 프로젝트입니다. 스윙캣으로 모래삽 없이 한 번에 쉽고 빠르고 깨끗하게 고양이 화장실을 청소해주세요.,2020.06.21-2020.07.20,"1,000,000원"
70,반려동물,[앵콜!]켈리홈데코의 활동량 MAX인공지능 고양이 장난감 스마트캣매직박스,켈리홈데코,5370%,"26,850,700원",펀딩성공,881,351,포포스 스마트캣 매직박스는 고양이들의 외로움을 달래주고 사람이 놀아주지 않아도 7개의 홀에서 깃털이 랜덤으로 나와 고양이들의 호기심과 사냥본능을 자극하는 전동 장난감입니다.,2021.03.17-2021.04.05,"500,000원"
71,반려동물,"[평점4.4앵콜] 오랜 시간 쓸 수 있는 캣휠, 펫링.",한국코스믹라운드(주),5358%,"26,790,000원",펀딩성공,88,142,"반려묘도, 집사도 오래 쓸 수 있는 캣휠.",2019.11.19-2019.12.08,"500,000원"
72,반려동물,[완벽 업그레이드] 캣타워 대중화 프로젝트 톡톡캣폴 V2 #스마트캣타워,톡톡팩토리,5293%,"26,465,000원",펀딩성공,174,264,더이상 캣타워에 우리 냥이를 맞추지 마세요.,2019.12.03-2019.12.16,"500,000원"
73,반려동물,우리 아이를 혼자 두지 마세요. 반려동물용 인공지능로봇 [고미볼],(주) 고미랩스,5252%,"157,589,100원",펀딩성공,"1,643",811,우리 아이를 더 이상 혼자 두지 마세요.,2018.02.22-2018.03.25,"3,000,000원"
74,반려동물,[세상에 없던 하네스] 리드줄과 하네스가 하나로!,주식회사 퍼스퍼트,5215%,"52,158,000원",펀딩성공,775,523,특허받은 기술로 안전하고 편리하게!,2020.07.24-2020.08.24,"1,000,000원"
75,반려동물,집사의반격이 시작됐다. 차원이 다른 스크래쳐_캣터스텔라,집사의 반격,5192%,"51,927,000원",펀딩성공,388,441,스크레칭 본능과 사냥본능을 동시에 잡았다.,2019.05.10-2019.06.02,"1,000,000원"
76,반려동물,"고양이를 위해 모서리를 활용하는 최고의 방법, 1.1m 첨성대 스크래쳐",주식회사 호아,4977%,"24,886,000원",펀딩성공,260,348,고양이에게 새 장난감을 선물하고 싶은데 공간이 마땅치 않아서 고민이신가요? 모서리에 두기 딱 좋은 아주 큰 수직 스크래쳐를 준비했습니다.,2020.03.17-2020.03.30,"500,000원"
